id;imie;nazwisko;nazwa_firmy;email;telefon;miasto;wiek
17f01b03-6ade-4625-97c2-e0986ab1754a;Gustaw;Kaczmarkiewicz;Stowarzyszenie Dela-Jaszczur Sp.j.;hpietrusiewicz@example.net;665 870 594;Sanok;44
6949008f-4954-43f2-b0be-f13d4001e741;Blanka;Aleksandrzak;Gabinety Wandas;ryszard15@example.org;+48 698 919 134;Białystok;39
1d6a327c-6fe2-4827-8b34-9036ec109ac9;Konrad;Symonowicz;Fundacja Omiotek-Mroczko Sp.j.;rgrebowiec@example.net;795 093 259;Mława;63
b0d4250c-b680-4528-9c97-18761092bba2;Marcel;Obarzanek;PPUH Tomaszkiewicz i syn s.c.;tomalfabian@example.org;502 958 419;Piła;19
0336b0d5-c60b-4f0b-bdc1-c1d626d31d48;Nataniel;Szok;PPUH Połom i syn s.c.;bkulis@example.com;511 535 340;Kalisz;55
65e0d0f1-a240-4973-b3a7-f60554f78634;Juliusz;Bandyk;Grupa Chowaniak Sp. z o.o.;szczerekgustaw@example.com;666 167 717;Siedlce;70
6f255e50-5817-40ce-8604-9c8502800e93;Tomasz;Trojanowicz;Płoskonka-Drobek i syn s.c.;leonlabno@example.net;+48 782 054 896;Jarosław;53
44428355-bff4-448d-a844-e64b3bce5612;Fabian;Marosz;Choroś s.c.;gszalast@example.org;+48 32 372 04 24;Ciechanów;40
d001da3c-e0b5-4da6-ae65-d2ab590716be;Krystyna;Sobiło;Rut Sp.j.;umarosz@example.net;539 594 468;Mińsk Mazowiecki;48
573d72d0-b308-4b2d-a2b0-39f7f8b647a1;Leonard;Jałowiec;Bakun Sp.k.;westfaltola@example.org;+48 785 987 944;Płock;60
b14d266b-0478-45ba-9c82-45ab60b5f48e;Krystian;Ruchała;Detka Sp.j.;kursacezary@example.com;+48 506 175 985;Stalowa Wola;56
b7490ec2-6fa8-4a00-85c3-04ddef5c712d;Dorota;Pawliszyn;Pazera S.A.;julian77@example.com;697 769 043;Oława;48
133d3d89-93fa-4f77-a454-cf0d832d13d7;Cezary;Kozar;Tyniec-Szemraj Sp. z o.o.;makmieszko@example.net;698 310 193;Jastrzębie-Zdrój;55
30da0e70-216c-4b47-bc9a-0cd511f5ff92;Jacek;Kosman;Grupa Miętka Sp.j.;hanzelmateusz@example.org;721 326 257;Swarzędz;62
02bb76d9-a8f4-4412-8b3f-2916690dc788;Patryk;Kudela;Stowarzyszenie Kinal Sp. z o.o.;konradbehrendt@example.org;+48 791 136 672;Pabianice;57
a0af569d-d29f-455e-a050-038f701c13ed;Błażej;Madura;Gabinety Arendarczyk i syn s.c.;marcelina20@example.com;+48 32 821 98 05;Lębork;67
c47a3dc4-5fb8-44c4-8da7-8520a4c1ecf3;Mieszko;Szabla;Kaziród-Żach s.c.;wwawrzyk@example.net;+48 516 745 916;Olsztyn;45
a0527af1-298e-4027-b3ff-6e5cb7e402c2;Dominik;Markiel;PPUH Ciepła;kurzydlomaurycy@example.com;+48 22 923 22 23;Nowa Ruda;67
04f643f1-5016-4401-ac30-fc0107c8a753;Albert;Kurtyka;Fundacja Więckiewicz Sp. z o.o. Sp.k.;mariannabujas@example.net;+48 666 405 391;Wrocław;54
d43e5517-e6e9-4509-a6e0-5225393df9ba;Mariusz;Pytko;Grupa Jantos Sp.k.;xleszkiewicz@example.com;+48 518 564 143;Pabianice;30
ba5b2010-5322-4d0c-8ab8-5af09807aa0a;Maks;Wasążnik;Gabinety Fijak;janinapazdziora@example.com;573 939 145;Dąbrowa Górnicza;41
1d1a38fb-7256-4367-8a0c-62f62dd42dda;Dorota;Moczko;Grupa Wawszczak s.c.;matereknikodem@example.org;+48 783 484 913;Kluczbork;49
6b1570b2-b878-4efe-b294-9a2e94fc4d3f;Grzegorz;Komander;Ziemak-Widuch Sp. z o.o. Sp.k.;mkozar@example.com;728 231 380;Olsztyn;46
9910ced5-1e9c-4d5c-93cc-72ca7f3cc41f;Karol;Matyjaszek;Stowarzyszenie Biesaga-Hołota Sp. z o.o.;geburasebastian@example.org;517 795 339;Ostróda;70
8f0e8360-8b97-4fbb-934c-8353fde863b7;Maurycy;Rosłoń;Dudko Sp.k.;damianwaleczek@example.org;502 830 450;Bolesławiec;23
e313382d-eed2-483d-861f-2a5e2797721b;Miłosz;Posłuszny;Mejer-Larysz i syn s.c.;anitalukas@example.net;+48 780 292 308;Białogard;25
05ce2bb8-49d9-4ded-afca-14dff2c577f8;Wiktor;Paprotny;Wiza-Rogacz s.c.;arkadiuszpedrak@example.net;+48 32 583 50 63;Koszalin;68
1e3fd3d9-fb7c-414f-b3e7-7f4eedd9fec1;Kaja;Gogacz;Stempel-Konrad Sp. z o.o.;jerzy26@example.net;883 208 273;Łomża;48
a2bad3d7-3ed6-44c6-8b95-c9c465555389;Tymon;Związek;Derek-Korkosz i syn s.c.;sadownikaleks@example.org;695 294 591;Kluczbork;60
bbcf2e4e-f1b4-4295-881a-0cd4f9bbd2c6;Adrian;Kojder;Spółdzielnia Usarek;mzykewa@example.com;+48 32 277 40 44;Żagań;30
6c21357c-d0f7-40f5-9a29-a89ec1292375;Sebastian;Niksa;Stowarzyszenie Skubis Sp. z o.o.;kajetansemik@example.org;+48 604 647 558;Piaseczno;69
2000d479-7576-410a-9de1-e842dd66d23e;Borys;Bejnarowicz;Pela s.c.;oskargmur@example.net;783 346 492;Nowy Dwór Mazowiecki;66
b832d8d0-0796-4706-b827-9cecb5d23590;Iwo;Wośko;Wandas s.c.;wojciech79@example.com;+48 726 511 947;Kętrzyn;64
0a7b56c1-0e96-4dae-ace1-212bb93e7c65;Łukasz;Bojdo;Maksym-Radko Sp.j.;rkrzosek@example.com;730 897 321;Łódź;25
fd28cb12-7846-43be-a913-263c057aceb0;Mieszko;Jędra;FPUH Zegar;malwinatulacz@example.net;+48 502 995 737;Poznań;51
441b708f-4ade-4e62-bc58-adb5f0be7db3;Lidia;Frycz;FPUH Błaziak;nrobaszkiewicz@example.net;+48 32 570 44 05;Piekary Śląskie;18
1a5a2b99-ce5d-4427-8199-cf63cbd4b5f2;Błażej;Porwoł;Fundacja Gmur-Fugiel Sp.j.;maliglowkatobiasz@example.org;22 806 94 32;Dąbrowa Górnicza;41
cfcb4a40-56e9-421b-b64c-cbc759111168;Justyna;Jędruch;Troka S.A.;nmatura@example.org;+48 32 095 18 36;Pabianice;52
a9cbff06-f16c-4729-8403-5c130ddb726b;Przemysław;Rozum;Spółdzielnia Szczerbiak-Hrynkiewicz Sp. z o.o.;franciszekgarncarek@example.net;514 530 052;Grudziądz;28
22af7d97-9be9-4b66-b616-a1cccec20ae2;Sonia;Węgrzyniak;Martyka Sp. z o.o.;koziatekewa@example.org;+48 735 679 059;Sieradz;57
0af88d4b-c319-40a2-8e32-4729f67de811;Sylwia;Graboń;Jamrożek s.c.;jerzyhusak@example.org;+48 884 848 568;Dzierżoniów;57
cf5f9f59-006c-4897-82f2-4959bf9e279e;Andrzej;Zaucha;Koral Sp.k.;olafdomzal@example.com;+48 539 583 359;Szczecinek;40
5dc26c93-219e-4b75-8630-4c3b3dcfb8b5;Adrian;Czenczek;Grupa Wiza-Stochaj i syn s.c.;aleksandermadrzyk@example.com;32 557 50 88;Tarnów;51
44eea214-b696-40b7-8ac2-99273ca7a9a3;Lidia;Kieloch;Jędra Sp. z o.o. Sp.k.;krzysztof82@example.net;797 708 231;Rumia;37
b9608d9e-d2a0-41bc-8840-6e464a2d9a01;Paweł;Woda;Spółdzielnia Bilewicz;mariusz52@example.com;+48 607 332 824;Wodzisław Śląski;53
a643cfd2-4ee2-4256-b244-98fb32dd40f4;Apolonia;Bernatek;Fundacja Żbik;konraddorota@example.com;513 496 535;Konin;35
4fd50bb9-0587-4d3c-b6bd-ed13f7f311c4;Alex;Ofiara;FPUH Kubów S.A.;dstrug@example.com;+48 22 491 79 92;Ostrowiec Świętokrzyski;34
ce79222d-e338-4990-ba4b-83aafaf40207;Marianna;Wacławczyk;Grupa Piotrkowicz;jedranatan@example.org;537 055 264;Tarnowskie Góry;63
6185d80d-8c54-4a08-a129-fd973ec2c9a8;Eryk;Wujek;Dyś Sp.j.;andrzejdanilczuk@example.com;+48 609 118 814;Brzeg;60
cc875888-28b6-436f-89fd-aff79742b49b;Emil;Minkina;Strojna-Niesporek Sp. z o.o. Sp.k.;kenigkornel@example.org;738 642 372;Oświęcim;47
46dd3b9e-d7b1-4e0d-bf01-824cf13eec92;Tomasz;Hanc;PPUH Jarosiewicz-Śliz Sp.k.;nela85@example.com;+48 32 048 57 40;Dzierżoniów;53
207b61fd-a046-4372-85da-8682c842f1ae;Igor;Labudda;PPUH Rabiej-Tymczyszyn S.A.;qsarota@example.com;+48 500 508 408;Elbląg;61
6af8327f-e96b-4d12-8c37-0a68c93d4e19;Krystyna;Sypek;PPUH Juraszczyk Sp. z o.o.;fkalota@example.net;512 775 244;Zabrze;52
ef556120-4112-48eb-b626-7540c0825f0e;Adam;Wójt;Labus-Krochmal i syn s.c.;julianna66@example.org;+48 887 740 718;Malbork;68
2d52537b-61be-4000-8d6e-50fd3d39e930;Bruno;Holeksa;Startek-Łacina i syn s.c.;olgahaponiuk@example.com;+48 699 599 964;Starachowice;70
8433f806-0fa4-41dc-b6db-22c52dc2b58e;Dawid;Pacholak;Grupa Igras-Patora Sp.j.;hnazarewicz@example.net;+48 22 769 65 29;Kwidzyn;30
3005cf15-d38b-4ed4-a721-2d5db81959f2;Iwo;Jarmuła;Nagórka-Drygas Sp. z o.o.;gsapa@example.org;576 532 159;Żyrardów;41
b5c95e7f-7c9d-472d-9a48-73fb69c9ab99;Gustaw;Ważny;Spółdzielnia Zimoląg-Piesik S.A.;mydlarzmarika@example.net;782 819 496;Katowice;36
0b2d8b61-2669-4f38-b2b7-c69286865378;Jan;Niedośpiał;Gabinety Ziniewicz-Sroga Sp. z o.o.;blankjuliusz@example.com;881 516 727;Puławy;30
340a5d59-c581-4459-941f-1b6b8b2e93e1;Rozalia;Słomiany;Gabinety Mueller-Rajczak i syn s.c.;apolonialesner@example.org;+48 788 246 935;Żagań;58
1215f5c6-cab1-4248-825f-8afc9e65ae8d;Juliusz;Trzyna;Gabinety Steinke S.A.;julianbakiewicz@example.org;+48 601 994 818;Nowa Ruda;35
71a1691a-557b-4d26-b649-008cd49d9841;Ernest;Hrabia;FPUH Żelazo-Szołtysik S.A.;dmalesza@example.net;570 117 667;Katowice;32
dee27c3b-467c-4b32-85ec-77dc84180ae5;Gustaw;Buksa;Grupa Dzieża;melania22@example.com;22 223 87 33;Wodzisław Śląski;31
175e6781-87bb-4683-aa04-4e6aceb8129f;Gustaw;Sporysz;Spółdzielnia Mikita-Franaszek i syn s.c.;hzbroszczyk@example.com;+48 22 760 15 52;Zgorzelec;35
e6f602b4-dba4-4720-8ad8-295fe3aeccbe;Aleksander;Plewnia;PPUH Filek;radoslaw75@example.org;+48 888 030 809;Brzeg;30
115a3f93-6b50-4fce-9d1f-8ee8452ab04a;Liwia;Pleśniak;Grupa Pindral S.A.;dominik29@example.net;+48 531 731 757;Grudziądz;39
380fc24a-d41a-4ef3-bdc5-0716a5f0a167;Tadeusz;Wawrzynkiewicz;Kiryluk-Micał Sp. z o.o.;mateusz78@example.net;513 254 865;Goleniów;33
b6e7540b-7ca8-4fd8-97e2-19af499c76e2;Kajetan;Siembab;PPUH Lisik s.c.;monika16@example.org;886 626 612;Zawiercie;21
6c3dd6ad-946b-49a5-80d0-7e116af96c08;Ida;Naczk;Feret-Wesoły Sp. z o.o. Sp.k.;aureliaszwaja@example.com;+48 666 881 920;Białogard;56
ae6d8d20-7b38-4657-8530-1264f59d0e71;Anna Maria;Kruś;Franiak-Pelka Sp. z o.o.;marcelkoloch@example.org;795 017 411;Gorzów Wielkopolski;69
4353663a-21bb-4ef8-b97b-8dee9443d1a6;Antoni;Markiel;Och-Rzeźniczak Sp. z o.o.;marcelinarajch@example.com;+48 796 254 810;Tomaszów Mazowiecki;41
cfa5d34a-69df-4744-90fe-872e07e656f4;Tadeusz;Szczepaniuk;Spółdzielnia Koniecko Sp. z o.o. Sp.k.;fabianwojaczek@example.net;+48 608 468 513;Nowa Sól;47
9babc8ef-2c57-4140-9166-5334504825fc;Aleks;Sztaba;Mikłaszewicz-Powałka Sp. z o.o. Sp.k.;tadeusz10@example.net;+48 510 314 380;Polkowice;26
7038ca5f-572c-499c-b1b8-917b3933bb74;Aniela;Pryk;Spółdzielnia Solarek-Burza S.A.;krzysztof02@example.com;793 534 924;Świecie;22
567bfb60-cf35-429b-a1d3-b8a38d53e5f5;Marcel;Giersz;Stowarzyszenie Ziemann-Prokopiak Sp. z o.o. Sp.k.;cglanc@example.org;571 364 558;Swarzędz;37
8e021826-5ef2-4ef1-a2a6-090da0c66d03;Rozalia;Raszkiewicz;PPUH Galik;anastazja03@example.net;690 942 188;Tczew;69
f250316f-b0db-4e32-8986-24f5a4beb90a;Szymon;Humeniuk;Grupa Kunert Sp.k.;oliwierlesner@example.net;537 105 894;Płońsk;47
3b9b43b5-3573-4fc1-a127-0ed5cbb1f81c;Stefan;Palonek;Kiełbik-Działak Sp.k.;juliuszgwara@example.org;22 634 03 44;Sanok;40
19b85d68-58ca-4abf-9bf0-f5f4a6d88f76;Róża;Bors;FPUH Sadłocha-Krzywonos s.c.;biankaniebudek@example.org;+48 503 648 171;Goleniów;37
ba51802b-4499-4711-8dbd-f4c58bb6f62f;Adrian;Kosałka;Stowarzyszenie Oślizło;nmysiak@example.net;518 817 519;Bartoszyce;46
bc830da0-89c6-4bbe-a842-b4cbfae75b5a;Mikołaj;Misiarz;FPUH Mak;tatarektymoteusz@example.net;+48 668 890 055;Legnica;32
c25bcd33-ba26-423d-812f-03164a98971a;Tymoteusz;Kretowicz;Dziopa Sp. z o.o.;rafal07@example.net;+48 22 114 96 85;Bielsk Podlaski;34
72d0af7e-44fc-462b-8956-97c6230f3d4e;Rafał;Maciejko;Kiryluk Sp.k.;natanielkolanek@example.net;32 020 77 52;Radomsko;39
8e2830a3-f597-43c9-9141-b8a30d562dce;Nela;Siarkiewicz;Gabinety Mzyk Sp. z o.o. Sp.k.;zegadlowiktor@example.net;+48 22 701 69 03;Czeladź;64
ac9bb369-22c2-42b8-9e17-7c269b58aca8;Kalina;Nikołajuk;Kawiak-Prażuch Sp. z o.o. Sp.k.;krystian92@example.com;+48 790 892 714;Sanok;26
8b8d78fd-edba-4bac-80a0-71557435f247;Juliusz;Kramer;Gabinety Kuza S.A.;lukaszszoka@example.net;574 223 580;Szczecin;48
6a885c24-fa7f-409c-b91e-3b02676805c9;Leonard;Nicewicz;Fundacja Majsterek;gniewekdawid@example.com;+48 531 539 274;Śrem;45
032f8d77-e07e-4493-9bb4-068836d0d5af;Olga;Ciepłuch;Gabinety Machoń;mariannasoloducha@example.net;32 763 66 08;Olsztyn;44
e3cf206d-c695-4c13-8b3b-34236b6e9bfb;Krystyna;Malcher;Tłuczek Sp.j.;siskierka@example.com;607 105 067;Czechowice-Dziedzice;46
f999104f-5b57-45f8-9910-f7d36c784718;Franciszek;Zubel;Spółdzielnia Krzysiek-Elias Sp.j.;lampakonrad@example.net;509 278 014;Środa Wielkopolska;21
c51e3494-d4a4-4edf-a4bd-76036d728930;Daniel;Szarpak;Spółdzielnia Ziarnik;stanislaw28@example.com;887 192 974;Częstochowa;24
4739ef44-2fd7-4ddf-b2d2-df70d5f6619e;Olga;Palica;PPUH Tatarek Sp. z o.o. Sp.k.;denkiewiczoliwier@example.com;32 514 38 27;Polkowice;53
47ba5bb0-2e6f-4131-b290-4f5931d33805;Eliza;Gleba;Pochroń-Bystrek Sp.j.;dagmaraciarka@example.com;502 639 083;Augustów;31
d6b8c2d7-0f60-4998-964a-9abe5587dea6;Konstanty;Szumny;Spółdzielnia Broncel s.c.;rchatys@example.net;788 173 187;Chojnice;50
66470ff7-4a67-453e-a711-cc96420a6b9c;Jeremi;Dynia;FPUH Dąbkiewicz;marcin71@example.org;+48 695 599 330;Kutno;44
90f284a8-8b97-4abb-aaed-59326d412e34;Karina;Pietraszkiewicz;Ruszel Sp. z o.o. Sp.k.;daniel64@example.net;+48 570 616 822;Łaziska Górne;52
07b5b930-6b3c-4989-85d8-5cd5b309d93a;Elżbieta;Tabak;Spółdzielnia Gordon-Kandziora Sp.j.;pakoszsylwia@example.net;534 068 133;Kłodzko;65
bbe83be0-9be4-4325-a3f0-c3aa102e4b05;Natan;Znojek;Fundacja Borzych i syn s.c.;dydakrystyna@example.org;603 280 341;Ełk;19
705328d9-5186-4219-a719-a54c462437e9;Kacper;Pachnik;Czajor Sp. z o.o.;krzysztof11@example.com;+48 787 355 974;Poznań;65
418e4ea8-e513-42f3-bb54-ef84f99849c6;Marika;Gal;Grupa Skotarek-Furgał Sp. z o.o.;marcel73@example.com;+48 739 433 742;Tomaszów Mazowiecki;18
09f3f949-cc36-4565-8989-f12368bb1ac3;Błażej;Pułka;PPUH Grabias S.A.;cyprian19@example.org;537 972 978;Olkusz;43
50c38812-56c7-40d3-957b-9bbe6dec2a6d;Karina;Wawryniuk;Jarka-Boryczko s.c.;czajorsylwia@example.net;+48 790 100 350;Bydgoszcz;65
588a316a-afa1-4885-ace1-bf0d12be4b43;Sandra;Czerniakiewicz;Beker-Kinal i syn s.c.;kamil89@example.net;532 822 048;Starogard Gdański;66
f80e55f0-1e68-44c4-bdff-75614da090b1;Olaf;Mordal;Spółdzielnia Piechna;swiergieldawid@example.org;+48 516 113 291;Kraśnik;46
26b0e23a-e480-4f5b-9c77-b45acfe5ff79;Olaf;Misiurek;Gabinety Hadam i syn s.c.;elzbieta73@example.net;539 729 573;Poznań;58
b3fcda13-9acf-42d4-ac3e-7465b52aa1a4;Anna Maria;Ciuk;Drewa-Nojek Sp. z o.o. Sp.k.;konradmaron@example.net;510 980 255;Tychy;28
e6399aae-def5-47a5-ba03-8fdca930e8c0;Monika;Kreczmer;Gabinety Grzejszczak Sp. z o.o. Sp.k.;kornel65@example.org;+48 506 978 423;Lubartów;19
519c215c-1ef5-4f53-bab4-9300823e5026;Stanisław;Dzieża;Gabinety Nesterowicz;budrewiczdaniel@example.com;506 715 813;Elbląg;50
fe6919dd-a295-40cd-97e0-6e5d6d37bee8;Łukasz;Kupaj;Józefczak-Duszczak S.A.;sitorafal@example.com;32 438 74 31;Nowa Ruda;28
38da1a00-3bdb-41e1-aa17-f2c3f5d9846a;Witold;Manista;Stowarzyszenie Łepek S.A.;ldorna@example.org;+48 570 055 049;Jawor;52
b078b4d4-9e6d-4eb3-bf9b-cdc78ff367a8;Kaja;Cimoch;Spółdzielnia Błaziak;strojwasanna-maria@example.net;+48 694 671 435;Reda;32
f52aecee-d2a3-4f10-8795-1ee199c7ae8f;Kaja;Palonek;Stowarzyszenie Warczak s.c.;sylwia56@example.com;+48 886 039 273;Polkowice;32
abf9c287-1d5c-4aed-9cad-4b696cad287c;Anastazja;Sip;Stowarzyszenie Łasak-Mądro Sp.j.;celuchtomasz@example.net;+48 797 811 816;Łomża;24
b09b8904-b8b9-4b81-bb26-cd4b49749556;Grzegorz;Marosz;FPUH Kremer-Żero S.A.;stasicaszymon@example.org;720 923 225;Mikołów;27
42144257-ed99-4f1b-b64f-c0dbefd98658;Konstanty;Posłuszna;Giża Sp. z o.o.;arturkilar@example.com;516 949 528;Czechowice-Dziedzice;65
d9768d64-3f57-4dad-a1e1-79168e1a3ca5;Oskar;Szkup;Gabinety Manista-Pianka Sp. z o.o. Sp.k.;urszula81@example.com;793 602 762;Bielawa;52
08e2ebc3-a159-4998-bf7f-c8b4d6cb4ec8;Leon;Pałyga;Przewoźna Sp. z o.o. Sp.k.;arendarczykksawery@example.net;+48 698 487 204;Leszno;43
ed5a6011-5b14-4b38-b825-6cda568e829b;Nataniel;Duszczyk;Kordus Sp. z o.o.;szymonkargol@example.org;729 925 272;Warszawa;22
6460ede9-eac0-4f3b-bcc8-50512b966909;Fryderyk;Block;Grupa Stuglik;ajanuszko@example.com;+48 32 805 48 66;Racibórz;62
22427b89-3114-4f9c-a49f-21b297f39867;Dariusz;Zimoń;Durlak-Harasimiuk Sp.k.;wiktordrobisz@example.com;+48 724 016 936;Ciechanów;57
5fe4e917-2787-45a2-a400-b32dded08c2a;Wojciech;Hanke;Sadownik Sp. z o.o. Sp.k.;igor58@example.net;+48 22 093 95 95;Jawor;29
a233cd0d-8e65-40f6-a8ea-9251ea82323a;Aleks;Trzyna;PPUH Seta;zawalichinga@example.net;+48 516 918 395;Łaziska Górne;52
2ef62fcd-c84b-4ff0-abf3-2d00df2e7caa;Blanka;Sady;Fundacja Samoraj-Witko s.c.;kstrzala@example.com;880 170 508;Pszczyna;39
19b97699-e1f4-4bf8-a033-eb653faa8d1d;Dagmara;Kierepka;PPUH Stroka S.A.;wojtalikdawid@example.net;667 991 565;Białogard;50
67769d8b-b9c0-4a4f-80bb-c8113f5250c8;Emil;Siwczak;Stowarzyszenie Gemza Sp. z o.o.;rozaliaziola@example.net;+48 505 608 030;Kwidzyn;56
9b90fae6-fd26-480d-8d9b-f21da4ae3abe;Ewa;Grzeszkowiak;Heczko-Wyłupek Sp.j.;gborysiewicz@example.net;692 432 160;Bochnia;19
92c16d69-8f9e-4918-bab0-5ef676fdab36;Filip;Majewicz;Kosiec-Reimann s.c.;gmalyszka@example.org;503 482 461;Piotrków Trybunalski;18
6205d529-dbb1-4180-a077-645d105dbc0b;Leon;Małyszek;Zimoń-Labocha Sp. z o.o.;danielcieniuch@example.net;+48 511 752 725;Świętochłowice;38
ad7301eb-a3a7-4773-bca9-9bd5b06ad4ef;Ignacy;Olszyna;Glonek-Kazimierczuk s.c.;przemyslaw16@example.com;+48 539 179 663;Kraśnik;22
30f9a10f-6002-4c77-bba0-fa9b8a86af63;Klara;Sobel;Spółdzielnia Barłóg-Lepka Sp. z o.o.;daniel09@example.net;+48 518 155 810;Września;53
de328a4e-7eb1-471d-b3f2-4693e4de425d;Kamil;Mamcarz;FPUH Galek;stanislaw83@example.net;691 137 900;Sanok;62
67ce0b1f-6ed8-451f-bf2e-5f592066c561;Rafał;Nieroda;Fundacja Bidas-Wywiał i syn s.c.;nataszabudniak@example.com;+48 514 272 102;Płońsk;38
95c243b5-2f43-441c-8f3e-fea8f7948225;Adam;Gul;FPUH Salawa;tomalakangelika@example.org;32 914 86 32;Tczew;53
04f77f32-e51e-4445-844e-213509bd134a;Cyprian;Figat;Spółdzielnia Fugiel S.A.;jacek09@example.com;32 162 00 94;Nysa;63
c806375c-d6cd-472a-a9fc-f7abf7ded9e7;Bartek;Kozar;Ciećko-Iskierka Sp. z o.o. Sp.k.;qjanoszek@example.com;+48 575 323 829;Elbląg;35
1013fad4-eeb5-46c6-9e57-3f905f02b164;Ada;Warych;Serwa s.c.;cieckoewa@example.net;723 802 068;Toruń;35
776acb0b-013c-4c51-99d8-c6300c879b8a;Ewa;Siembab;Murach Sp.k.;kazanastefan@example.net;+48 32 167 68 02;Kluczbork;59
a14af60a-3912-4c4d-b978-e9b0bbd30571;Marika;Hallmann;FPUH Giers;enojek@example.com;+48 791 316 871;Nowy Sącz;54
58d28e53-1a72-403f-bb27-d8ce82a2a3dd;Mariusz;Dolega;Młyńczyk Sp. z o.o. Sp.k.;gwaraadrian@example.net;609 917 231;Żory;46
7c7c2d17-bc64-4283-b745-021b90d20a28;Stanisław;Buszta;Jakubaszek Sp.j.;csoltysek@example.net;+48 32 479 42 55;Skierniewice;70
5a11554a-8d05-40c9-b66e-a1c6ca8bb7e9;Julian;Miodek;Gabinety Sobiło;xkursa@example.net;664 882 215;Kościan;25
f13d2dbe-e486-4e6d-a65a-5dd20769ead1;Mikołaj;Tokaj;Spółdzielnia Pazoła-Masiak Sp.k.;monika48@example.org;+48 781 009 327;Szczecinek;54
77d9ef26-ea18-4353-8531-611abfc3d3fa;Julita;Sajewicz;Łyczek-Siemion Sp. z o.o. Sp.k.;melania83@example.org;602 797 618;Wałcz;69
1e67f425-f19d-4e64-8c0e-3b8721ec951d;Apolonia;Witkowicz;Osial-Rudowicz Sp. z o.o. Sp.k.;ymajzner@example.com;788 264 441;Reda;44
3b292033-1f45-472e-b564-b8863b4332a0;Mieszko;Siewert;Kawala-Zagrodnik Sp. z o.o.;ernest50@example.com;+48 539 667 582;Dębica;62
d703dcc0-1955-4967-9377-9c71b35b437f;Blanka;Huczek;Machowicz-Żołądź Sp. z o.o. Sp.k.;rrezmer@example.net;+48 32 949 96 88;Koszalin;59
ef6ec105-4615-49cd-bcd5-4b54197ad5a9;Tymon;Kusek;Loba Sp. z o.o.;dkubow@example.org;578 581 353;Grudziądz;25
ba27e3aa-acd4-48ab-ae5f-79bd6b4f4212;Tymon;Kałwa;Opalach Sp. z o.o.;inga03@example.org;531 899 018;Kraśnik;69
012fc546-dc2a-44fa-887e-2e31fd8faed4;Lidia;Grodek;Siembab-Rode S.A.;fydrychtobiasz@example.org;+48 516 967 918;Będzin;35
a51064fd-6dd1-4386-abd4-4e142ee0b12f;Emil;Garncarz;Wypchło-Chmara Sp. z o.o. Sp.k.;krzeszut@example.org;+48 724 141 622;Siedlce;54
be0b4812-6ddb-4c07-93d6-4d9199364fe4;Jędrzej;Głowiak;Smutek Sp.k.;norbertposnik@example.com;32 445 02 00;Konin;41
355498ba-f52e-4a1d-9fe3-b1f40084cbfb;Igor;Brachman;Balcewicz-Kolanko Sp.j.;brunomaly@example.net;+48 32 631 40 58;Opole;19
2bd050ed-d137-4c38-a764-b39d568d80b8;Rozalia;Taranek;Stowarzyszenie Bakun-Myszk Sp.k.;albertmikoda@example.com;786 645 294;Wyszków;69
f48db7a5-373a-45c6-8065-8c7cab6289b7;Natan;Mikołajewicz;Spółdzielnia Polewka-Dubis S.A.;leonard17@example.org;532 615 627;Brodnica;67
99ba6b82-72f5-4c2a-bef4-6a07ef9b52bb;Urszula;Szynkiewicz;Drobny s.c.;paczoscyprian@example.com;796 391 830;Kędzierzyn-Koźle;33
a879c604-3854-44d4-877a-6ae0869c55aa;Aniela;Prasek;Spychaj-Juszczuk i syn s.c.;ziecikwiktor@example.org;+48 788 090 269;Głogów;48
1cd49a9f-16b5-419c-9b7b-9b3f24f0d3b9;Mariusz;Zatoń;Duras-Skutnik Sp.j.;gparus@example.net;+48 694 977 526;Poznań;34
9b5e638e-4e09-4c7e-8abb-f42b780e1434;Marcin;Pośnik;Miszta Sp. z o.o. Sp.k.;ckanarek@example.org;791 960 731;Pruszcz Gdański;38
155a55f7-40d2-43b5-802a-dac0224e31ae;Andrzej;Ścibior;Gabinety Ciastek-Sapała Sp.k.;smolecblanka@example.net;535 358 249;Mikołów;19
5ea56a15-3ba6-40ae-87b1-d93d85a99d06;Nikodem;Zbroja;Stowarzyszenie Nurkiewicz;filip75@example.org;794 267 166;Gdynia;26
f7cce47f-b4d1-4d8e-b047-e042abe7f835;Olaf;Stiller;Gabinety Ostafin;iwoorszulik@example.net;+48 506 520 104;Chełm;35
32bec535-ca89-4523-b7c8-a13d9cf9658e;Ida;Myk;Ziemkiewicz-Karczmarz Sp. z o.o.;juliannikolajuk@example.net;+48 794 097 089;Giżycko;36
68c9b7f7-7544-4c0c-b53b-199463985fa0;Konstanty;Szwaj;Gabinety Forysiak;smyklaada@example.org;722 508 293;Wrocław;58
c090d51e-d8d1-4a65-9c64-697265a624bf;Szymon;Sroga;Grupa Petryk i syn s.c.;dawid46@example.org;+48 503 667 485;Świecie;20
576b99b4-cd18-4ab5-a139-544757f7a85d;Maksymilian;Jarosiewicz;Rozynek-Strycharz Sp.j.;bzdziuchmaksymilian@example.com;22 752 94 84;Piastów;19
faed92fb-cea0-49ed-8641-2d76bd9fdc95;Kazimierz;Uziębło;FPUH Śleziak-Duc Sp.k.;andrzej15@example.org;573 206 778;Będzin;64
